pelv_smpl_x,pelv_smpl_y,pelv_smpl_z,lhip_smpl_x,lhip_smpl_y,lhip_smpl_z,rhip_smpl_x,rhip_smpl_y,rhip_smpl_z,bell_smpl_x,bell_smpl_y,bell_smpl_z,lkne_smpl_x,lkne_smpl_y,lkne_smpl_z,rkne_smpl_x,rkne_smpl_y,rkne_smpl_z,spin_smpl_x,spin_smpl_y,spin_smpl_z,lank_smpl_x,lank_smpl_y,lank_smpl_z,rank_smpl_x,rank_smpl_y,rank_smpl_z,thor_smpl_x,thor_smpl_y,thor_smpl_z,ltoe_smpl_x,ltoe_smpl_y,ltoe_smpl_z,rtoe_smpl_x,rtoe_smpl_y,rtoe_smpl_z,neck_smpl_x,neck_smpl_y,neck_smpl_z,lcla_smpl_x,lcla_smpl_y,lcla_smpl_z,rcla_smpl_x,rcla_smpl_y,rcla_smpl_z,head_smpl_x,head_smpl_y,head_smpl_z,lsho_smpl_x,lsho_smpl_y,lsho_smpl_z,rsho_smpl_x,rsho_smpl_y,rsho_smpl_z,lelb_smpl_x,lelb_smpl_y,lelb_smpl_z,relb_smpl_x,relb_smpl_y,relb_smpl_z,lwri_smpl_x,lwri_smpl_y,lwri_smpl_z,rwri_smpl_x,rwri_smpl_y,rwri_smpl_z,lhan_smpl_x,lhan_smpl_y,lhan_smpl_z,rhan_smpl_x,rhan_smpl_y,rhan_smpl_z,nose_coco_x,nose_coco_y,nose_coco_z,leye_coco_x,leye_coco_y,leye_coco_z,lear_coco_x,lear_coco_y,lear_coco_z,reye_coco_x,reye_coco_y,reye_coco_z,rear_coco_x,rear_coco_y,rear_coco_z,htop_mpi_inf_3dhp_x,htop_mpi_inf_3dhp_y,htop_mpi_inf_3dhp_z
59.655388,-125.712364,5695.5615,104.62799,-34.591824,5745.009,2.8167634,-30.450653,5674.832,44.46825,-242.28609,5707.5977,189.91666,327.3267,5762.505,-126.95467,323.1019,5673.202,52.292316,-387.16937,5685.442,154.77722,708.2546,5846.7915,-240.91904,670.05115,5821.7095,58.669167,-443.1127,5667.837,240.82028,774.8159,5777.619,-273.4025,757.01697,5722.133,19.546875,-662.8446,5670.2363,89.31131,-574.8436,5725.187,-21.102274,-555.3695,5628.0405,27.965586,-729.86536,5615.574,182.9497,-615.05707,5768.754,-70.61166,-570.3365,5541.69,329.1911,-476.21747,5703.0166,79.501724,-452.83072,5361.138,454.00977,-446.96622,5455.914,260.19318,-523.233,5242.9463,502.27768,-422.32428,5391.3115,315.91766,-533.43353,5189.4077,43.6839,-757.35333,5522.445,65.3055,-796.4,5540.034,91.90196,-808.8661,5628.552,5.1914396,-785.32544,5523.53,-58.464344,-782.8885,5586.1655,-6.8970323,-924.3859,5587.01
59.421154,-137.21365,5632.889,101.43095,-45.686733,5686.5454,4.9502287,-40.190147,5605.238,43.096264,-251.38037,5642.561,182.52544,315.17514,5701.781,-121.23836,311.33334,5585.386,50.27026,-392.96112,5625.858,148.40402,695.5563,5776.7563,-250.53125,654.72284,5729.715,61.938427,-448.20966,5609.107,231.17654,759.63477,5703.606,-276.58142,740.3151,5628.435,15.800174,-665.05676,5613.571,77.0864,-577.12164,5676.739,-14.380478,-560.74725,5560.117,32.363728,-728.46387,5562.264,160.04314,-613.688,5741.443,-39.901234,-581.8541,5470.913,324.41476,-467.55078,5762.201,145.81256,-499.52914,5297.296,483.96964,-437.87616,5565.1733,377.2352,-566.1027,5259.315,534.9671,-412.44354,5507.857,446.0832,-572.86383,5240.0483,59.03971,-755.7377,5471.3813,79.29237,-793.51624,5492.53,95.73652,-804.58264,5581.92,20.833218,-784.4231,5469.1406,-49.2164,-783.26013,5525.3833,2.932483,-925.63916,5541.17
58.415882,-138.9067,5657.4873,97.64601,-47.42967,5711.5244,5.4394655,-42.618164,5626.7925,40.405407,-253.76746,5667.3916,178.35107,314.77133,5733.6904,-121.8953,310.1959,5593.0386,50.5798,-396.3801,5652.146,142.50404,695.9944,5805.394,-260.81732,648.3271,5742.2974,62.35901,-450.93448,5637.7627,227.53406,757.22723,5733.199,-286.63275,737.7223,5645.108,19.393885,-670.484,5644.4897,73.533005,-575.06903,5708.6025,-5.9724245,-568.9065,5586.46,39.141613,-736.2451,5597.172,158.67133,-602.70026,5774.954,-16.73025,-600.9404,5498.49,320.7678,-447.208,5760.8193,210.93425,-539.2757,5367.9604,501.4554,-420.58945,5569.665,452.74884,-584.11523,5383.9243,559.83575,-399.4687,5521.83,526.49066,-584.00726,5390.532,74.826614,-766.5343,5508.9707,93.91008,-804.96136,5533.087,102.33411,-812.5392,5622.474,36.48459,-796.7344,5505.2617,-38.969337,-794.7826,5556.399,14.68364,-936.83563,5582.3174
59.60908,-135.55984,5753.4883,93.21217,-44.294437,5807.754,7.5676756,-41.62902,5719.4136,38.140934,-254.58394,5764.2046,177.91206,320.31644,5841.8076,-124.20125,313.9415,5681.534,56.865124,-399.23926,5749.657,140.74324,707.05255,5908.5244,-273.73788,654.6277,5828.1724,65.321625,-455.92075,5737.8057,228.99902,768.4362,5840.766,-297.73105,744.3602,5729.2046,25.088816,-680.86755,5745.4937,72.19598,-576.9988,5814.581,7.282672,-579.46,5679.8447,52.042187,-752.01636,5702.013,151.62645,-595.7868,5895.69,13.555786,-622.2286,5585.7046,304.96887,-420.89093,5891.748,262.2204,-578.0745,5482.116,518.84357,-415.91974,5744.5527,498.78458,-594.2324,5589.478,589.02295,-405.2814,5717.5874,570.71234,-591.5051,5621.8945,97.51579,-787.74493,5615.789,115.8735,-826.744,5645.2373,117.0999,-829.0571,5735.7437,57.905617,-819.38,5610.7954,-25.07462,-814.6559,5656.3965,32.367138,-955.94403,5691.332
1353.8195,-572.1483,8207.322,1392.9365,-487.95126,8205.432,1322.794,-493.16757,8242.286,1358.4226,-666.87317,8209.229,1401.2744,-171.27608,8242.028,1272.3712,-180.47083,8301.424,1353.7566,-788.5194,8189.5654,1393.7931,168.32626,8330.2,1312.5953,161.87479,8366.166,1347.5532,-836.7583,8175.486,1396.3031,217.20366,8286.732,1280.5471,199.58745,8333.635,1354.175,-1038.8676,8158.818,1392.2375,-943.88055,8152.218,1316.1707,-951.258,8193.158,1339.9316,-1095.9971,8123.792,1438.8667,-943.18195,8129.493,1262.6628,-966.05896,8228.489,1465.1041,-743.1868,8128.8687,1212.1674,-780.6389,8270.497,1445.4586,-589.5724,8090.1655,1198.9651,-652.86316,8231.889,1442.8215,-545.97003,8081.759,1193.7136,-626.41943,8230.747,1312.6116,-1119.0267,8063.9595,1330.6781,-1148.4459,8054.59,1372.633,-1147.5547,8081.7,1300.3284,-1152.9875,8073.095,1299.8021,-1157.8464,8123.9805,1342.7689,-1264.7217,8112.867
56.47462,-133.62952,5780.513,86.40325,-41.546906,5837.38,7.3193054,-39.892822,5743.4746,32.65458,-253.37576,5788.8037,177.47794,322.31512,5870.9116,-120.935684,314.10922,5705.242,54.396217,-398.85458,5777.2236,135.61644,708.7166,5947.925,-285.34863,650.69586,5854.9126,64.28567,-457.73663,5767.442,227.96306,771.902,5882.473,-305.51505,745.24426,5758.1406,29.924128,-684.3109,5774.643,64.99718,-577.09314,5846.4297,18.864542,-584.59045,5704.461,62.937492,-758.90125,5737.245,132.04529,-587.2516,5938.603,44.501392,-631.92267,5612.0786,277.44424,-394.85034,5958.9214,306.16156,-599.0713,5545.9316,519.9075,-414.79913,5871.263,491.98224,-611.76355,5739.835,598.9873,-418.00116,5867.8623,547.50446,-614.244,5798.008,119.86765,-799.6232,5657.685,134.45279,-837.96906,5690.795,119.68376,-836.1525,5780.943,80.007126,-832.11755,5646.9155,-9.747995,-825.01984,5682.7954,44.317665,-969.2946,5729.9233
57.541405,-135.46397,5766.9023,85.470276,-43.67689,5824.4907,10.747309,-41.69921,5726.9287,32.90513,-253.96574,5773.607,179.93881,318.2496,5855.927,-112.2641,312.34073,5673.2095,54.72869,-400.52866,5766.024,131.49963,703.9617,5937.8735,-295.29144,643.9137,5822.3936,66.948845,-460.38177,5759.133,223.60966,766.4811,5874.0503,-308.29776,740.75104,5730.1704,35.538094,-685.7111,5766.195,61.009254,-575.89197,5838.132,31.101038,-588.5614,5693.686,73.59577,-761.8674,5733.04,111.1592,-578.7494,5935.3853,72.38647,-640.9021,5607.3535,234.34439,-371.35803,5955.0845,335.22507,-607.235,5609.8613,491.13516,-416.78506,5932.6104,448.9659,-626.45325,5869.161,573.38464,-431.5673,5950.3296,486.70532,-631.55396,5941.388,138.37613,-800.6204,5657.879,149.77281,-838.31775,5691.7104,123.134445,-837.39435,5779.953,99.94794,-831.31006,5642.2197,5.287038,-825.42737,5669.2695,54.635914,-970.36096,5722.1807
60.882954,-137.41353,5750.662,87.912895,-46.051083,5809.361,16.291979,-43.889565,5709.165,35.59767,-255.5192,5755.8076,177.78331,314.57962,5841.908,-102.39911,308.1283,5650.2764,58.858074,-402.546,5751.5903,126.23704,698.344,5919.827,-297.911,630.9782,5808.4243,71.795044,-462.26602,5746.3125,219.154,759.65155,5854.8877,-307.89288,730.61536,5723.657,42.782722,-685.9315,5755.1675,59.182384,-575.9813,5826.3906,44.171734,-591.4904,5680.8677,83.904274,-762.4251,5724.741,95.26712,-574.84753,5928.9595,96.826126,-647.4668,5599.8657,201.7741,-353.69223,5953.1694,353.97812,-613.901,5632.463,444.17276,-417.6852,5932.4346,425.17084,-629.95667,5901.241,522.20886,-438.5442,5955.4893,447.07526,-634.2157,5975.083,148.98502,-802.0319,5652.734,158.3323,-840.4956,5687.7217,129.4775,-837.2042,5774.2603,111.1027,-832.24414,5634.7085,16.402946,-823.21484,5657.9478,61.94109,-970.61346,5708.951
62.01303,-142.33302,5727.116,86.178246,-51.90766,5786.15,21.123856,-49.786556,5682.4727,34.746513,-259.71707,5732.3677,175.1232,309.6023,5819.077,-84.84921,303.3825,5598.9673,60.97154,-405.2176,5730.953,120.19954,692.26746,5892.882,-299.06537,613.1419,5765.3877,74.007034,-465.1765,5727.5977,212.53389,753.82855,5826.559,-310.64655,719.7706,5688.6353,40.930134,-685.9872,5732.6045,50.896057,-578.5128,5806.0977,51.580544,-592.48535,5658.4834,86.78715,-761.73456,5704.55,65.893326,-580.90234,5913.6772,111.37132,-647.441,5580.5244,157.68448,-348.11554,5961.2925,354.15634,-616.7382,5640.105,387.06024,-429.14984,5983.086,385.10468,-639.91003,5914.3774,456.53378,-459.67154,6015.096,397.67944,-644.3429,5985.156,156.15254,-799.92096,5636.4985,163.19817,-837.9823,5671.3955,126.808815,-834.86993,5755.1924,121.12545,-829.9347,5616.3496,26.001038,-822.0794,5632.7744,69.31691,-968.0492,5682.785
63.142555,-144.9015,5739.7515,84.84116,-55.433033,5799.8584,22.844263,-51.96853,5694.7026,36.141624,-262.86948,5743.0664,169.7529,308.09894,5828.579,-67.918724,307.1801,5612.0283,62.47608,-409.51678,5740.368,116.882545,689.1551,5909.38,-293.3895,607.198,5787.582,74.75297,-470.51044,5736.962,208.92986,751.83527,5841.722,-306.34027,717.6357,5716.6924,36.99425,-690.2251,5737.7007,44.06336,-583.7653,5813.6914,53.570747,-595.66864,5664.5347,85.59261,-766.4089,5711.318,41.219246,-592.067,5922.836,116.1765,-649.9083,5587.63,107.964645,-361.531,6003.811,348.6233,-623.8244,5664.1025,320.89157,-450.61505,6058.7197,348.77768,-649.5105,5937.1963,380.7142,-481.78622,6089.582,352.17422,-654.1706,6005.921,159.85141,-805.5171,5643.971,165.5395,-842.9904,5679.641,122.67356,-837.7526,5764.553,124.15083,-836.3119,5623.296,26.984634,-828.7506,5638.1123,67.4406,-970.6616,5691.7803
64.98826,-152.08957,5765.5093,85.955154,-63.573425,5827.3823,26.121704,-58.40879,5720.0947,34.575935,-271.78378,5766.5137,163.27902,301.8227,5852.4014,-47.864075,303.0059,5635.998,59.18741,-418.91376,5761.768,112.298096,688.1676,5923.4727,-278.61102,599.50604,5817.167,70.52864,-480.4323,5757.147,209.69551,749.66425,5859.1694,-293.99338,714.9935,5749.31,30.765697,-699.67285,5751.323,34.506397,-595.629,5831.107,51.827034,-602.562,5679.966,80.10005,-775.8595,5727.202,17.633183,-613.3088,5940.851,117.139626,-655.9044,5603.1045,52.836952,-386.1189,6045.2017,347.48883,-630.1198,5691.39,253.86626,-473.6142,6088.094,330.52972,-657.4443,5964.016,305.8327,-507.24542,6108.9287,327.27252,-659.11536,6030.5767,156.2747,-815.192,5662.9443,160.8196,-852.1292,5699.3467,116.30121,-846.9547,5781.4634,121.16136,-845.9045,5642.229,23.863827,-838.0964,5653.034,66.09558,-979.6496,5709.8804
65.16192,-160.71404,5761.9365,83.87554,-73.05327,5826.367,29.270641,-66.37193,5715.875,32.487377,-280.8587,5760.589,155.71977,295.79556,5863.911,-25.552097,301.4721,5633.3096,56.598316,-426.45654,5755.3677,108.01433,685.32825,5927.4004,-258.718,599.9743,5799.1143,67.93657,-487.44208,5750.0376,208.78403,745.734,5871.715,-259.7503,715.1973,5735.286,24.934149,-705.8048,5739.2393,26.082275,-604.17194,5821.203,50.893448,-607.30206,5670.407,74.542816,-779.8163,5715.767,-4.3402414,-629.4461,5929.328,114.337425,-657.68463,5593.3154,13.79143,-410.79688,6052.7754,347.39996,-628.40295,5685.3506,201.48161,-501.59106,6110.726,310.93738,-660.11066,5951.341,244.4188,-532.8744,6133.142,300.6752,-662.8821,6015.833,150.77048,-818.93994,5653.5127,153.87238,-855.02576,5688.682,106.858765,-850.1486,5769.276,115.59645,-848.2036,5632.274,19.024511,-839.4331,5640.775,56.65984,-980.4943,5695.8936
57.7192,-169.69794,5723.853,75.7301,-81.91658,5789.9688,25.920496,-73.90608,5676.3467,23.790049,-287.77444,5721.8887,144.01396,288.45364,5826.2285,-2.0362053,294.46503,5597.245,43.806953,-431.6541,5717.085,101.779884,676.99817,5883.0947,-233.56255,597.88586,5752.228,56.41146,-491.5838,5711.915,204.88188,736.4491,5833.267,-214.72922,710.3739,5697.501,12.320369,-707.98206,5699.741,11.387691,-609.00476,5781.5283,38.488655,-609.14777,5632.0317,62.800373,-780.98315,5675.877,-25.419083,-637.61786,5887.241,98.94934,-655.09656,5554.2095,-36.87191,-438.42218,6026.494,338.1568,-615.41455,5636.554,155.4707,-526.5502,6108.1553,314.55777,-644.7772,5906.4116,198.70587,-550.0127,6136.753,306.59274,-645.3466,5974.2334,139.41904,-820.109,5616.915,141.7568,-855.7204,5651.1787,93.04707,-849.15955,5730.943,105.45378,-849.4989,5596.345,9.721774,-839.3986,5603.1553,41.953224,-983.0377,5659.257
49.434452,-173.70953,5691.6626,65.97127,-85.90746,5759.7275,21.94289,-76.410995,5644.392,13.780118,-290.2409,5688.585,135.73917,282.78946,5793.7983,16.510237,292.32367,5572.6675,30.748592,-432.15952,5682.846,95.66254,670.66003,5848.966,-204.42514,603.8478,5719.4834,44.077213,-491.56168,5677.333,202.62448,728.8862,5806.3115,-173.38646,710.9931,5664.882,-1.0188835,-706.6725,5659.975,-3.9446137,-610.96674,5742.7217,26.395126,-606.451,5595.0376,48.710846,-778.7047,5635.294,-43.388496,-642.49817,5845.165,86.63503,-646.36865,5517.097,-66.941895,-449.9542,5990.3936,334.2003,-595.25073,5593.7607,126.53214,-528.9901,6068.6006,294.22177,-627.9421,5854.484,168.43192,-548.53577,6097.7466,278.7483,-632.01025,5921.8525,127.387535,-817.4219,5577.0986,128.0562,-854.0636,5610.829,76.29962,-847.1483,5690.1235,93.24295,-845.9321,5556.4053,-2.374939,-834.91077,5561.7773,27.636719,-980.7453,5618.0405
38.155415,-176.056,5669.449,53.68032,-87.46816,5737.1045,15.141482,-78.88962,5621.0376,-1.1229904,-291.8225,5667.3105,130.03914,277.34833,5777.9053,31.485697,287.4698,5548.7446,14.511129,-432.82495,5663.596,92.245895,666.9884,5837.9033,-174.15103,611.56116,5686.985,26.733774,-492.3078,5658.858,201.17477,724.6898,5801.0493,-134.53673,715.16095,5629.326,-16.311197,-707.5406,5641.3765,-20.26083,-612.5413,5723.7236,10.66752,-607.2142,5576.5186,32.5935,-779.61633,5613.1187,-62.8034,-636.6838,5825.495,69.69311,-639.10913,5496.8438,-115.23665,-422.33707,5946.0806,323.29276,-571.34973,5561.6797,98.55434,-509.86783,6006.732,290.1168,-608.33386,5823.2876,143.7319,-531.25806,6026.023,275.3786,-614.1367,5891.3013,110.204124,-819.4567,5549.811,111.42163,-856.51416,5582.4927,63.88053,-854.09064,5665.367,74.96132,-847.01447,5528.8022,-21.116016,-835.3787,5538.3926,12.81341,-981.46985,5587.642
26.82932,-175.32445,5673.844,41.423767,-85.91288,5740.675,7.518463,-77.81406,5623.552,-12.507255,-290.31158,5671.917,128.63792,275.79953,5789.4487,41.562477,286.53864,5546.8994,-0.81095505,-431.10303,5669.0967,87.14577,665.04266,5859.5103,-158.29756,618.1419,5671.3213,11.405933,-490.14542,5665.6997,197.2881,723.3952,5830.1865,-109.02964,714.7538,5612.2173,-32.430305,-704.96326,5649.006,-37.958855,-609.5305,5729.6626,-4.550846,-605.61487,5583.7134,15.062375,-776.4902,5622.3467,-82.846634,-626.60187,5829.2627,52.562157,-630.22754,5502.378,-142.84972,-397.07697,5925.9365,304.85098,-543.0167,5557.405,80.20586,-489.92114,5993.361,299.0561,-583.3064,5824.841,130.69324,-514.5126,6013.788,291.47632,-589.2389,5896.124,90.534,-819.69775,5558.999,90.99787,-856.895,5591.3975,44.72241,-849.7316,5675.9214,54.43814,-847.8744,5538.839,-39.53131,-834.22577,5548.8193,-9.388786,-978.1522,5600.589
13.6727705,-169.75464,5718.9346,28.997192,-80.066086,5786.515,-3.527427,-71.72139,5669.21,-29.982265,-285.9407,5715.2124,133.26268,274.39996,5843.9727,45.32423,288.70444,5581.4834,-16.301184,-428.31583,5710.6553,85.85173,667.4409,5915.511,-161.7703,622.87085,5696.108,-5.150022,-488.04803,5705.7686,197.02388,726.24445,5893.2285,-108.63562,720.558,5636.2773,-47.343235,-703.5025,5683.041,-53.17807,-610.87415,5768.314,-19.541294,-601.7545,5619.2954,-1.3571656,-777.7602,5655.8735,-95.44585,-631.974,5871.703,40.39005,-619.68866,5533.866,-144.72462,-405.15314,5978.457,281.5929,-505.61914,5583.06,90.78313,-490.68204,6027.9663,306.60175,-556.37726,5854.926,142.03413,-514.25977,6044.941,310.62802,-566.77893,5930.222,74.58113,-824.05975,5593.086,74.01361,-861.97253,5624.939,26.65282,-853.59863,5708.7686,38.218315,-851.8133,5571.925,-56.00237,-834.9797,5579.507,-26.493267,-979.2617,5630.975
-4.9660673,-162.58702,5741.7344,14.09406,-73.13639,5809.259,-18.822897,-64.27995,5693.0854,-52.658363,-278.28027,5738.3306,142.94942,272.77603,5863.687,39.78818,294.1645,5608.289,-37.774696,-420.22623,5732.44,87.44018,666.4732,5937.665,-174.4948,625.58636,5726.266,-26.579945,-480.43463,5727.4414,199.16023,726.342,5915.212,-118.04132,720.9855,5665.6396,-63.979168,-698.31165,5701.4805,-72.85272,-606.3713,5787.522,-37.043373,-594.2436,5639.9023,-17.865726,-772.74744,5671.651,-117.69081,-624.2931,5892.9326,24.06215,-604.4193,5553.0444,-159.97424,-389.9284,5992.0605,246.72705,-468.10263,5611.829,41.92205,-401.00015,6069.6924,308.93936,-512.2757,5877.941,91.34565,-408.11694,6098.9336,327.6503,-524.4671,5953.042,57.81671,-820.9696,5605.527,57.844368,-859.32385,5637.229,12.737643,-851.42725,5722.8154,20.375881,-847.80505,5585.1533,-75.29907,-830.68195,5594.8804,-43.897835,-975.9678,5645.475
-25.744312,-157.00403,5739.4287,-4.0708838,-68.24735,5807.2314,-39.982735,-59.357765,5690.9653,-73.41658,-270.71442,5737.372,148.13132,267.67075,5853.6514,20.612076,298.50522,5613.1094,-58.185535,-412.16693,5727.5146,86.085495,659.4316,5920.146,-185.59067,629.6937,5725.6025,-45.147503,-471.0061,5721.214,198.4273,719.1989,5904.518,-123.0131,718.3361,5665.727,-78.29805,-687.1353,5689.4575,-86.129166,-600.61066,5777.9653,-56.21765,-580.53546,5630.13,-34.454285,-760.7742,5659.2153,-123.04118,-628.754,5880.9927,-0.75118047,-585.09674,5540.3423,-172.66733,-415.13354,6000.2812,211.06613,-423.04132,5577.9097,-3.2848015,-368.25018,6078.0977,288.86276,-459.29785,5838.2856,43.047478,-359.46548,6107.288,306.89374,-471.48993,5916.948,38.774574,-810.4549,5594.959,38.73828,-849.0465,5625.935,-5.279133,-841.2062,5710.107,1.4908514,-836.50525,5574.0303,-93.902405,-817.6864,5583.7153,-64.27467,-964.7541,5635.0117
-44.11524,-151.3895,5776.61,-19.045918,-61.91742,5842.475,-60.61952,-52.473167,5728.4023,-93.06986,-266.86395,5778.308,149.98328,266.84872,5883.5303,0.48460564,301.77,5651.0327,-71.15057,-409.79184,5765.975,84.264786,658.7711,5943.592,-193.43097,637.2158,5782.7188,-58.937187,-467.59406,5755.163,196.18655,721.85345,5927.5317,-129.46284,723.09106,5720.2524,-92.21366,-685.19745,5721.6094,-85.81742,-601.5013,5815.5405,-80.20373,-573.92255,5660.2046,-48.968525,-759.9359,5684.77,-89.90978,-637.5958,5918.2954,-35.272408,-571.1582,5559.6914,-103.58714,-454.2906,6058.005,156.41689,-384.64066,5569.587,93.210846,-470.55536,6001.386,262.42285,-404.23038,5824.9424,144.06978,-480.71396,5974.7324,284.50635,-417.02255,5909.446,22.404922,-809.01306,5614.507,24.400377,-845.97034,5646.585,-15.344792,-841.1288,5734.5605,-14.830813,-834.1229,5594.724,-110.81818,-814.78357,5608.696,-76.94955,-962.5294,5658.85
-63.99702,-143.71048,5806.369,-39.719547,-54.808388,5871.477,-78.77718,-45.81454,5756.791,-113.90892,-258.0568,5808.3325,149.00412,264.8515,5914.6885,-11.331285,306.97504,5679.444,-91.80663,-399.4035,5796.746,80.82338,656.0321,5971.9346,-200.93965,644.28625,5805.778,-80.26523,-457.47745,5787.0615,191.44748,720.8552,5958.9595,-131.76054,728.6945,5747.6245,-111.818115,-677.517,5755.111,-108.36995,-590.67975,5848.603,-99.68278,-566.3478,5691.441,-68.97929,-755.4923,5721.1943,-118.672806,-618.2601,5953.142,-58.040962,-557.727,5589.9116,-124.07216,-425.14658,6083.276,109.68923,-352.99982,5597.237,82.81215,-452.13785,6002.5225,236.69373,-358.81116,5838.3447,140.20961,-465.05795,5969.4336,262.29114,-366.60068,5920.653,3.0696173,-809.52185,5656.171,4.300839,-845.6405,5689.5283,-36.42442,-837.85077,5775.2617,-33.13508,-834.0112,5636.5874,-127.87844,-811.9691,5646.497,-97.660995,-958.51074,5702.0244
-85.716866,-141.6834,5782.0684,-60.280968,-53.710114,5846.1973,-100.15951,-43.99749,5733.483,-135.6771,-254.24605,5784.2764,137.4972,261.0324,5888.7993,-24.727528,307.86517,5656.189,-115.3959,-394.54498,5772.4346,68.17501,649.9903,5958.319,-208.39775,646.903,5782.524,-102.834984,-451.7557,5763.8647,177.70676,715.6068,5945.495,-136.06422,727.52814,5725.7373,-130.09111,-672.5504,5734.443,-127.17894,-584.5828,5825.6245,-122.37569,-561.70404,5670.257,-86.696884,-751.07935,5702.247,-134.41747,-608.02563,5930.9014,-86.36992,-548.3125,5566.9595,-149.12415,-409.48862,6056.711,52.966522,-322.97412,5562.5015,62.8868,-424.21182,6003.979,189.72552,-322.16336,5796.931,121.73293,-437.5108,5986.0635,222.74776,-330.2667,5878.372,-16.427631,-808.0194,5636.421,-13.803787,-844.1655,5669.2407,-51.133907,-834.1769,5755.734,-53.786995,-833.3707,5618.0107,-148.34483,-811.0332,5630.5312,-116.01628,-956.4074,5688.9155
